"response_id","experienced_maori","travelled_with_child_under_15","travelled_with_other_above_15","drive_yourself","qtr","country_of_residence_group","gender","first_nz_trip","purpose_of_visit_main","no_days_in_nz","age_range","treated_spend","visited_island","spend_per_day"
"GEN24_1019032","No","No","Yes","Yes","1","Oceania","Male","No","Visiting friends / relatives",7,32,2335.169467,"South",333.595638142857
"GEN24_1019035","No","No","Yes","Yes","1","Oceania","Male","No","Holiday / vacation",18,52,5042.879923,"Both",280.159995722222
"GEN24_1019042","Yes","Yes","No","Yes","1","Oceania","Female","No","Visiting friends / relatives",7,42,1357.656667,"North",193.950952428571
"GEN24_1019043","No","No","No","Yes","1","Europe","Female","Yes","Holiday / vacation",20,57,7343.13272,"South",367.156636
"GEN24_1019048","Yes","No","Yes","No","1","Oceania","Female","Yes","Holiday / vacation",20,57,8786.753947,"Both",439.33769735
"GEN24_1019067","No","No","Yes","Yes","1","Oceania","Female","No","Visiting friends / relatives",10,42,803.7327467,"South",80.37327467
"GEN24_1019078","No","No","Yes","No","1","Oceania","Female","No","Visiting friends / relatives",9,67,501.789904,"North",55.7544337777778
"GEN24_1019091","No","No","Yes","No","1","Europe","Female","No","Visiting friends / relatives",11,72,1886.5756,"South",171.506872727273
"GEN24_1019094","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",34,27,3163.012523,"Both",93.0297800882353
"GEN24_1019097","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",28,62,7658.056713,"Both",273.502025464286
"GEN24_1019116","No","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",16,32,1371.888513,"North",85.7430320625
"GEN24_1019123","Yes","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",24,62,9799.203667,"Both",408.300152791667
"GEN24_1019128","No","No","No","Yes","1","Asia","Female","No","Visiting friends / relatives",100,32,464.1466667,"North",4.641466667
"GEN24_1019134","No","No","No","No","1","Oceania","Male","No","Business",4,57,2069.06876,"North",517.26719
"GEN24_1019140","No","No","Yes","No","1","Europe","Female","Yes","Visiting friends / relatives",17,62,6659.35119,"Both",391.726540588235
"GEN24_1019145","No","No","Yes","Yes","1","Asia","Male","No","Holiday / vacation",16,62,9271.298333,"Both",579.4561458125
"GEN24_1019157","Yes","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",16,37,9214.461248,"Both",575.903828
"GEN24_1019158","Yes","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",45,62,12875.30151,"Both",286.117811333333
"GEN24_1019165","No","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",17,27,3434.535067,"South",202.031474529412
"GEN24_1019172","Yes","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",17,52,11899.9384,"South",699.996376470588
"GEN24_1019180","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",39,27,5470.51196,"South",140.269537435897
"GEN24_1019184","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",41,27,13575,"Both",331.09756097561
"GEN24_1019201","No","No","No","Yes","1","Europe","Female","Yes","Holiday / vacation",23,47,4516.154733,"Both",196.354553608696
"GEN24_1019203","No","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",18,57,5722.223097,"Both",317.901283166667
"GEN24_1019208","No","No","Yes","Yes","1","Americas","Female","Yes","Holiday / vacation",7,57,3366.497813,"South",480.928259
"GEN24_1019212","No","No","No","Yes","1","Europe","Female","Yes","Holiday / vacation",50,27,4300,"North",86
"GEN24_1019213","Yes","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",14,52,3373.92414,"North",240.994581428571
"GEN24_1019214","No","No","No","Yes","1","Americas","Male","No","Holiday / vacation",28,32,6510.679733,"South",232.524276178571
"GEN24_1019216","No","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",38,57,10035.83629,"Both",264.100955
"GEN24_1019227","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",16,72,8739.23988,"North",546.2024925
"GEN24_1019229","No","No","Yes","Yes","1","Oceania","Male","No","Holiday / vacation",14,37,2390,"North",170.714285714286
"GEN24_1019230","Yes","No","Yes","No","1","Americas","Female","Yes","Holiday / vacation",4,52,2686.025049,"North",671.50626225
"GEN24_1019233","No","No","Yes","Yes","1","Africa and Middle East","Female","Yes","Holiday / vacation",84,32,7896,"Both",94
"GEN24_1019269","No","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",10,52,1550,"North",155
"GEN24_1019271","Yes","No","No","Yes","1","Asia","Male","No","Holiday / vacation",21,67,2940.898333,"Both",140.042777761905
"GEN24_1019281","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",20,62,5552.863511,"Both",277.64317555
"GEN24_1019284","No","No","Yes","No","1","Europe","Male","No","Visiting friends / relatives",15,67,1644.706933,"North",109.647128866667
"GEN24_1019285","Yes","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",32,77,3493.629133,"North",109.17591040625
"GEN24_1019286","Yes","Yes","Yes","No","1","Europe","Female","No","Holiday / vacation",29,10,6360,"Both",219.310344827586
"GEN24_1019292","Yes","No","No","No","1","Europe","Female","No","Visiting friends / relatives",31,67,3192.6664,"Both",102.989238709677
"GEN24_1019309","Yes","No","Yes","Yes","1","Oceania","Male","No","Holiday / vacation",23,22,2050,"Both",89.1304347826087
"GEN24_1019323","No","No","Yes","Yes","1","Americas","Female","Yes","Visiting friends / relatives",18,27,1683.248907,"Both",93.5138281666667
"GEN24_1019327","No","No","Yes","Yes","1","Americas","Female","Yes","Holiday / vacation",12,37,4406.6186,"Both",367.218216666667
"GEN24_1019328","Yes","No","Yes","Yes","1","Oceania","Female","No","Other",18,42,14250,"South",791.666666666667
"GEN24_1019335","No","No","Yes","Yes","1","Oceania","Male","Yes","Holiday / vacation",12,27,5367.340853,"Both",447.278404416667
"GEN24_1019336","No","No","Yes","Yes","1","Oceania","Male","Yes","Holiday / vacation",10,32,14395.50517,"South",1439.550517
"GEN24_1019338","Yes","No","Yes","Yes","1","Oceania","Male","Yes","Holiday / vacation",20,27,5783.6174,"Both",289.18087
"GEN24_1019339","No","No","No","Yes","1","Americas","Male","Yes","Other",7,62,7577.796021,"North",1082.54228871429
"GEN24_1019346","No","No","No","Yes","1","Oceania","Male","No","Business",18,67,11914.79491,"North",661.933050555556
"GEN24_1019347","No","No","No","Yes","1","Oceania","Male","No","Visiting friends / relatives",9,77,977.5128,"North",108.612533333333
"GEN24_1019350","Yes","No","Yes","Yes","1","Oceania","Female","Yes","Holiday / vacation",10,67,3117.179707,"North",311.7179707
"GEN24_1019355","No","No","Yes","No","1","Americas","Male","Yes","Holiday / vacation",96,22,9900,"South",103.125
"GEN24_1019356","No","No","No","Yes","1","Europe","Male","No","Visiting friends / relatives",57,77,8126.7872,"North",142.575214035088
"GEN24_1019360","Yes","Yes","Yes","Yes","1","Oceania","Female","No","Visiting friends / relatives",10,42,926.4649093,"North",92.64649093
"GEN24_1019361","No","No","Yes","Yes","1","Americas","Male","Yes","Holiday / vacation",4,62,3347.4143,"North",836.853575
"GEN24_1019368","No","No","No","No","1","Oceania","Female","No","Visiting friends / relatives",7,37,850,"Both",121.428571428571
"GEN24_1019373","Yes","No","Yes","Yes","1","Oceania","Male","No","Holiday / vacation",6,37,2183.11192,"North",363.851986666667
"GEN24_1019381","No","No","No","Yes","1","Oceania","Female","No","Visiting friends / relatives",14,57,1553.159227,"Both",110.939944785714
"GEN24_1019382","No","No","No","No","1","Oceania","Female","No","Visiting friends / relatives",14,57,845.0055093,"North",60.3575363785714
"GEN24_1019394","No","No","Yes","No","1","Americas","Female","No","Visiting friends / relatives",19,67,1914.486073,"North",100.762424894737
"GEN24_1019397","No","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",17,27,3263.560873,"South",191.974169
"GEN24_1019412","Yes","No","Yes","Yes","1","Asia","Male","No","Other",15,37,4700,"North",313.333333333333
"GEN24_1019416","Yes","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",34,67,8078.413467,"Both",237.600396088235
"GEN24_1019423","No","No","No","No","1","Europe","Female","No","Visiting friends / relatives",85,57,3150,"Both",37.0588235294118
"GEN24_1019426","Yes","No","Yes","Yes","1","Europe","Male","Yes","Visiting friends / relatives",20,42,2700,"South",135
"GEN24_1019428","Yes","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",34,52,13641.3928,"Both",401.217435294118
"GEN24_1019429","Yes","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",172,67,11899.9384,"South",69.185688372093
"GEN24_1019434","Yes","No","No","Yes","1","Europe","Male","Yes","Holiday / vacation",19,42,14315.3584,"Both",753.439915789474
"GEN24_1019438","No","No","Yes","No","1","Europe","Male","No","Visiting friends / relatives",15,42,2298.719808,"North",153.2479872
"GEN24_1019439","No","No","No","No","1","Americas","Female","No","Visiting friends / relatives",15,57,1508.572133,"South",100.571475533333
"GEN24_1019448","No","No","No","Yes","1","Americas","Male","No","Visiting friends / relatives",6,62,2413.715413,"Both",402.285902166667
"GEN24_1019449","Yes","No","Yes","Yes","1","Americas","Male","Yes","Holiday / vacation",20,37,11989.17853,"Both",599.4589265
"GEN24_1019455","No","No","Yes","No","1","Americas","Male","Yes","Business",8,67,5576.952981,"Both",697.119122625
"GEN24_1019456","Yes","No","Yes","No","1","Europe","Male","Yes","Visiting friends / relatives",7,37,3749.260533,"North",535.608647571429
"GEN24_1019457","Yes","No","Yes","Yes","1","Europe","Male","No","Holiday / vacation",23,42,6424.869187,"Both",279.342138565217
"GEN24_1019460","No","No","Yes","No","1","Europe","Male","Yes","Holiday / vacation",50,57,1702.755413,"North",34.05510826
"GEN24_1019461","Yes","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",61,57,5317.13312,"Both",87.1661167213115
"GEN24_1019465","No","No","No","No","1","Africa and Middle East","Female","No","Visiting friends / relatives",21,57,1253.499333,"North",59.6904444285714
"GEN24_1019467","Yes","No","Yes","Yes","1","Europe","Male","Yes","Other",28,32,11401.16044,"Both",407.184301428571
"GEN24_1019470","No","No","Yes","Yes","1","Oceania","Female","No","Holiday / vacation",21,57,3964.357467,"Both",188.778927
"GEN24_1019473","Yes","No","Yes","Yes","1","Oceania","Male","Yes","Holiday / vacation",16,52,4725,"North",295.3125
"GEN24_1019474","No","No","Yes","Yes","1","Oceania","Male","No","Holiday / vacation",14,57,1542.297973,"Both",110.164140928571
"GEN24_1019475","No","No","Yes","Yes","1","Oceania","Male","No","Holiday / vacation",18,52,5104.789067,"North",283.599392611111
"GEN24_1019477","No","No","No","Yes","1","Oceania","Male","No","Visiting friends / relatives",4,37,200,"North",50
"GEN24_1019481","No","No","Yes","No","1","Oceania","Male","No","Holiday / vacation",6,67,1466.2692,"North",244.3782
"GEN24_1019487","Yes","No","No","Yes","1","Asia","Male","Yes","Other",172,27,18400,"Both",106.976744186047
"GEN24_1019490","No","No","Yes","Yes","1","Asia","Female","Yes","Holiday / vacation",6,27,4741.448333,"South",790.241388833333
"GEN24_1019491","No","No","No","No","1","Asia","Female","Yes","Visiting friends / relatives",26,27,850,"North",32.6923076923077
"GEN24_1019492","Yes","Yes","Yes","Yes","1","Europe","Male","Yes","Visiting friends / relatives",21,37,12200,"North",580.952380952381
"GEN24_1019493","No","No","Yes","Yes","1","Europe","Female","No","Holiday / vacation",47,72,777.849632,"North",16.5499921702128
"GEN24_1019495","No","No","Yes","No","1","Europe","Female","Yes","Visiting friends / relatives",8,67,3150,"North",393.75
"GEN24_1019504","Yes","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",52,67,6023,"Both",115.826923076923
"GEN24_1019509","Yes","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",12,62,6191.837867,"North",515.986488916667
"GEN24_1019517","No","No","No","No","1","Europe","Female","No","Visiting friends / relatives",81,67,2563.807867,"Both",31.6519489753086
"GEN24_1019518","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",22,67,10763.15567,"Both",489.234348636364
"GEN24_1019519","No","Yes","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",18,42,3731.688,"Both",207.316
"GEN24_1019520","Yes","No","Yes","Yes","1","Europe","Female","Yes","Visiting friends / relatives",60,22,5606.848707,"Both",93.44747845
"GEN24_1019530","No","No","Yes","No","1","Americas","Female","Yes","Visiting friends / relatives",11,37,4327.220067,"Both",393.383642454545
"GEN24_1019533","Yes","No","Yes","Yes","1","Americas","Female","Yes","Holiday / vacation",22,32,8471.823507,"Both",385.082886681818
"GEN24_1019548","No","No","Yes","Yes","1","Oceania","Female","No","Holiday / vacation",16,62,6627,"North",414.1875
"GEN24_1019559","Yes","No","Yes","No","1","Europe","Female","Yes","Visiting friends / relatives",7,52,667.55752,"North",95.36536
"GEN24_1019562","No","No","No","Yes","1","Europe","Female","No","Visiting friends / relatives",24,77,2515.434133,"South",104.809755541667
"GEN24_1019564","No","No","No","Yes","1","Europe","Female","Yes","Holiday / vacation",24,37,6787.865775,"Both",282.827740625
"GEN24_1019566","Yes","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",60,72,4532.618813,"Both",75.5436468833333
"GEN24_1019568","Yes","No","No","Yes","1","Europe","Female","No","Visiting friends / relatives",46,57,2610,"Both",56.7391304347826
"GEN24_1019569","Yes","No","Yes","Yes","1","Europe","Female","No","Holiday / vacation",19,67,5537.077235,"North",291.425117631579
"GEN24_1019574","No","Yes","No","Yes","1","Asia","Male","Yes","Holiday / vacation",14,42,5811.555556,"Both",415.111111142857
"GEN24_1019576","No","Yes","No","No","1","Asia","Female","No","Visiting friends / relatives",17,47,933.3333333,"North",54.9019607823529
"GEN24_1019582","No","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",18,62,5098.591493,"South",283.255082944444
"GEN24_1019584","No","No","Yes","No","1","Europe","Female","No","Visiting friends / relatives",40,77,4837.373333,"South",120.934333325
"GEN24_1019586","No","No","Yes","No","1","Europe","Female","Yes","Visiting friends / relatives",14,42,5185.909001,"South",370.4220715
"GEN24_1019595","No","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",22,47,15167.46307,"Both",689.430139545454
"GEN24_1019597","No","No","No","Yes","1","Europe","Male","No","Holiday / vacation",24,62,32314.81726,"South",1346.45071916667
"GEN24_1019601","Yes","No","Yes","Yes","1","Africa and Middle East","Male","Yes","Holiday / vacation",15,72,5927.01669,"Both",395.134446
"GEN24_1019603","No","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",17,72,2950.797733,"South",173.576337235294
"GEN24_1019606","No","No","Yes","No","1","Europe","Male","No","Visiting friends / relatives",26,72,2535.011383,"South",97.5004378076923
"GEN24_1019608","Yes","Yes","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",25,42,4475,"North",179
"GEN24_1019613","No","No","Yes","No","1","Europe","Female","No","Visiting friends / relatives",56,72,15350,"South",274.107142857143
"GEN24_1019622","No","No","Yes","Yes","1","Europe","Female","No","Holiday / vacation",104,72,5853.221733,"Both",56.2809782019231
"GEN24_1019623","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",41,62,11321.81453,"Both",276.141817804878
"GEN24_1019626","Yes","No","Yes","No","1","Europe","Female","Yes","Visiting friends / relatives",11,62,1552.79684,"North",141.163349090909
"GEN24_1019631","Yes","No","Yes","Yes","1","Americas","Male","Yes","Holiday / vacation",17,57,9396.250667,"North",552.720627470588
"GEN24_1019637","Yes","No","Yes","Yes","1","Americas","Female","No","Visiting friends / relatives",26,42,8368.53575,"Both",321.866759615385
"GEN24_1019639","Yes","No","No","No","1","Europe","Female","Yes","Visiting friends / relatives",15,57,1006.173653,"Both",67.0782435333333
"GEN24_1019644","Yes","No","No","Yes","1","Europe","Male","Yes","Holiday / vacation",69,32,5679,"Both",82.304347826087
"GEN24_1019649","No","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",25,52,1595,"North",63.8
"GEN24_1019652","No","No","Yes","Yes","1","Oceania","Female","No","Visiting friends / relatives",3,57,1564.02048,"North",521.34016
"GEN24_1019653","No","No","Yes","No","1","Oceania","Male","No","Visiting friends / relatives",4,57,772.5,"North",193.125
"GEN24_1019656","No","No","Yes","Yes","1","Oceania","Male","No","Visiting friends / relatives",11,42,1200,"Both",109.090909090909
"GEN24_1019658","No","No","Yes","No","1","Oceania","Female","No","Visiting friends / relatives",5,62,771.1489867,"South",154.22979734
"GEN24_1019665","No","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",4,32,3482.9088,"North",870.7272
"GEN24_1019675","Yes","No","Yes","Yes","1","Americas","Female","Yes","Holiday / vacation",25,32,3215.866791,"Both",128.63467164
"GEN24_1019682","No","No","Yes","No","1","Asia","Female","No","Visiting friends / relatives",11,52,4121.258889,"Both",374.659899
"GEN24_1019685","No","No","No","Yes","1","Asia","Female","No","Visiting friends / relatives",19,37,2700,"Both",142.105263157895
"GEN24_1019697","No","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",31,72,1022.5256,"North",32.9846967741936
"GEN24_1019707","Yes","No","Yes","No","1","Europe","Male","Yes","Holiday / vacation",15,62,1093.246373,"North",72.8830915333333
"GEN24_1019716","Yes","No","Yes","Yes","1","Europe","Female","No","Holiday / vacation",29,72,9145.509571,"Both",315.362399
"GEN24_1019717","Yes","No","Yes","Yes","1","Europe","Male","No","Holiday / vacation",62,62,14350,"Both",231.451612903226
"GEN24_1019718","No","Yes","Yes","Yes","1","Europe","Male","No","Business",18,37,966.6666667,"Both",53.7037037055556
"GEN24_1019723","No","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",21,72,1978.485693,"South",94.2136044285714
"GEN24_1019724","No","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",43,72,2931.44824,"South",68.1732148837209
"GEN24_1019728","No","No","Yes","Yes","1","Europe","Female","No","Holiday / vacation",35,72,9772.177304,"Both",279.205065828571
"GEN24_1019731","No","No","No","Yes","1","Europe","Male","No","Visiting friends / relatives",27,57,2800,"South",103.703703703704
"GEN24_1019735","No","No","Yes","No","1","Oceania","Male","No","Visiting friends / relatives",20,72,4812,"Both",240.6
"GEN24_1019739","No","No","Yes","Yes","1","Oceania","Male","No","Holiday / vacation",23,62,1700,"Both",73.9130434782609
"GEN24_1019740","Yes","No","Yes","Yes","1","Americas","Female","No","Holiday / vacation",12,72,5025,"Both",418.75
"GEN24_1019746","No","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",22,72,7081.91456,"South",321.905207272727
"GEN24_1019751","No","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",41,32,8504.004573,"North",207.414745682927
"GEN24_1019752","No","No","No","No","1","Oceania","Female","No","Holiday / vacation",17,47,7653.925224,"South",450.230895529412
"GEN24_1019754","Yes","No","Yes","Yes","1","Oceania","Male","Yes","Holiday / vacation",12,27,2948.83028,"Both",245.735856666667
"GEN24_1019757","No","No","No","Yes","1","Europe","Male","No","Visiting friends / relatives",92,62,2580,"North",28.0434782608696
"GEN24_1019759","No","No","Yes","No","1","Americas","Female","No","Visiting friends / relatives",15,72,4708.333027,"Both",313.888868466667
"GEN24_1019763","Yes","No","No","Yes","1","Americas","Female","No","Visiting friends / relatives",24,32,6272.484133,"Both",261.353505541667
"GEN24_1019766","No","No","No","No","1","Americas","Female","No","Visiting friends / relatives",44,77,12386.1712,"Both",281.503890909091
"GEN24_1019767","Yes","No","Yes","Yes","1","Americas","Male","Yes","Holiday / vacation",10,37,3930.2274,"Both",393.02274
"GEN24_1019771","No","No","Yes","No","1","Oceania","Female","No","Visiting friends / relatives",8,57,4116.415013,"North",514.551876625
"GEN24_1019776","Yes","No","Yes","Yes","1","Europe","Female","No","Holiday / vacation",16,67,6965.8176,"Both",435.3636
"GEN24_1019802","No","No","Yes","No","1","Europe","Female","No","Holiday / vacation",52,62,11844.25487,"Both",227.774132115385
"GEN24_1019806","Yes","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",32,67,2535.011383,"North",79.21910571875
"GEN24_1019809","Yes","Yes","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",87,42,5737.504756,"Both",65.9483305287356
"GEN24_1019811","Yes","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",49,67,6049.943133,"North",123.468227204082
"GEN24_1019821","Yes","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",30,62,9987.2822,"Both",332.909406666667
"GEN24_1019826","Yes","No","Yes","No","1","Europe","Female","Yes","Holiday / vacation",28,67,4753.039831,"Both",169.751422535714
"GEN24_1019833","No","No","No","No","1","Europe","Male","No","Holiday / vacation",12,47,4063.3936,"South",338.616133333333
"GEN24_1019834","Yes","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",42,77,1741.4544,"North",41.4632
"GEN24_1019850","No","Yes","Yes","Yes","1","Oceania","Male","Yes","Holiday / vacation",6,32,3084.595947,"South",514.0993245
"GEN24_1019851","No","No","Yes","Yes","1","Oceania","Male","No","Holiday / vacation",5,62,1898.547083,"South",379.7094166
"GEN24_1019854","No","No","Yes","No","1","Oceania","Female","Yes","Holiday / vacation",4,37,606.057936,"South",151.514484
"GEN24_1019859","No","No","Yes","Yes","1","Oceania","Female","No","Holiday / vacation",17,62,4675,"South",275
"GEN24_1019861","No","No","Yes","Yes","1","Oceania","Female","Yes","Holiday / vacation",23,67,4670.967691,"South",203.085551782609
"GEN24_1019868","Yes","No","No","Yes","1","Europe","Male","No","Holiday / vacation",54,67,19000,"Both",351.851851851852
"GEN24_1019869","No","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",53,77,1892.380448,"Both",35.7052914716981
"GEN24_1019881","No","No","No","No","1","Oceania","Male","No","Holiday / vacation",13,67,1330.503533,"North",102.346425615385
"GEN24_1019884","Yes","No","Yes","Yes","1","Oceania","Female","No","Visiting friends / relatives",13,67,4746.367707,"South",365.105208230769
"GEN24_1019893","Yes","No","No","Yes","1","Asia","Male","No","Visiting friends / relatives",13,67,2950,"South",226.923076923077
"GEN24_1019894","No","No","No","No","1","Oceania","Female","No","Visiting friends / relatives",10,72,985,"Both",98.5
"GEN24_1019899","Yes","No","No","No","1","Oceania","Female","No","Other",11,72,2823.925867,"North",256.720533363636
"GEN24_1019900","Yes","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",118,62,11087.25968,"North",93.9598277966102
"GEN24_1019902","No","Yes","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",68,67,6482.080267,"North",95.3247098088235
"GEN24_1019907","No","No","Yes","No","1","Europe","Female","No","Visiting friends / relatives",34,72,3715.10272,"Both",109.267727058824
"GEN24_1019908","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",26,72,3220.972961,"South",123.883575423077
"GEN24_1019914","Yes","No","Yes","Yes","1","Americas","Female","Yes","Holiday / vacation",26,67,5167.937867,"North",198.766841038462
"GEN24_1019917","Yes","No","Yes","Yes","1","Americas","Male","No","Holiday / vacation",26,67,11500,"Both",442.307692307692
"GEN24_1019919","No","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",21,67,1832.025033,"North",87.2392872857143
"GEN24_1019922","Yes","No","Yes","Yes","1","Europe","Male","No","Holiday / vacation",23,52,6130,"Both",266.521739130435
"GEN24_1019923","No","No","Yes","No","1","Europe","Female","No","Visiting friends / relatives",28,62,5901.595467,"North",210.771266678571
"GEN24_1019926","No","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",21,47,2700,"Both",128.571428571429
"GEN24_1019935","Yes","No","Yes","Yes","1","Europe","Male","Yes","Other",27,57,6688.283178,"North",247.714191777778
"GEN24_1019941","No","No","Yes","Yes","1","Oceania","Female","Yes","Holiday / vacation",4,32,1409.323967,"South",352.33099175
"GEN24_1019951","Yes","No","Yes","Yes","1","Oceania","Male","No","Holiday / vacation",5,62,2579.547667,"South",515.9095334
"GEN24_1019954","Yes","No","Yes","Yes","1","Oceania","Female","No","Visiting friends / relatives",58,67,3869.898667,"Both",66.7223908103448
"GEN24_1019962","No","No","Yes","Yes","1","Oceania","Female","No","Visiting friends / relatives",28,62,4833.257733,"South",172.616347607143
"GEN24_1019965","No","No","No","Yes","1","Oceania","Female","No","Visiting friends / relatives",8,37,1520.575467,"South",190.071933375
"GEN24_1019966","No","No","No","Yes","1","Oceania","Female","Yes","Other",2,62,662.5364533,"South",331.26822665
"GEN24_1019980","Yes","No","Yes","Yes","1","Americas","Female","No","Visiting friends / relatives",29,67,10956.9976,"Both",377.827503448276
"GEN24_1019987","No","No","No","Yes","1","Americas","Female","No","Holiday / vacation",39,72,7550,"Both",193.589743589744
"GEN24_1019989","No","No","Yes","No","1","Americas","Female","Yes","Holiday / vacation",10,67,5160.904667,"Both",516.0904667
"GEN24_1019990","Yes","No","Yes","Yes","1","Europe","Male","Yes","Holiday / vacation",57,32,5720,"Both",100.350877192982
"GEN24_1019994","No","No","Yes","No","1","Europe","Female","No","Visiting friends / relatives",34,62,2563.807867,"Both",75.4061137352941
"GEN24_1019997","Yes","No","Yes","Yes","1","Europe","Female","Yes","Visiting friends / relatives",24,57,6668.938493,"Both",277.872437208333
"GEN24_1020018","No","No","No","No","1","Americas","Female","No","Visiting friends / relatives",11,32,2540.753067,"Both",230.977551545455
"GEN24_1020022","Yes","No","Yes","Yes","1","Americas","Female","Yes","Holiday / vacation",28,62,5894.972762,"Both",210.5347415
"GEN24_1020029","No","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",62,72,3851.513093,"South",62.1211789193548
"GEN24_1020041","Yes","No","Yes","No","1","Europe","Female","Yes","Visiting friends / relatives",21,42,5949.9692,"North",283.331866666667
"GEN24_1020042","No","Yes","Yes","Yes","1","Europe","Male","No","Holiday / vacation",20,52,5654.566568,"North",282.7283284
"GEN24_1020045","No","No","No","Yes","1","Europe","Female","Yes","Holiday / vacation",20,22,1930,"North",96.5
"GEN24_1020059","No","No","Yes","Yes","1","Americas","Female","No","Holiday / vacation",44,67,4620.99464,"Both",105.022605454545
"GEN24_1020078","No","No","Yes","No","1","Americas","Male","No","Visiting friends / relatives",6,27,781.0633367,"North",130.177222783333
"GEN24_1020081","No","No","Yes","No","1","Europe","Male","No","Visiting friends / relatives",12,62,596.4732667,"North",49.7061055583333
"GEN24_1020086","Yes","No","Yes","Yes","1","Oceania","Female","No","Holiday / vacation",9,47,1398.386367,"North",155.376263
"GEN24_1020089","Yes","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",21,42,3902.639373,"Both",185.839970142857
"GEN24_1020110","No","No","Yes","No","1","Oceania","Male","No","Visiting friends / relatives",12,22,2047.346253,"Both",170.61218775
"GEN24_1020124","No","No","Yes","Yes","1","Europe","Male","No","Visiting friends / relatives",91,77,3192.6664,"South",35.0842461538462
"GEN24_1020134","Yes","Yes","Yes","Yes","1","Europe","Male","Yes","Visiting friends / relatives",21,47,2538.653525,"South",120.888263095238
"GEN24_1020135","No","No","Yes","Yes","1","Europe","Female","Yes","Holiday / vacation",20,32,10758.31829,"Both",537.9159145
"GEN24_1020147","No","No","Yes","Yes","1","Europe","Female","No","Visiting friends / relatives",56,72,2467.0604,"South",44.05465
"GEN24_1020152","Yes","No","Yes","Yes","1","Oceania","Female","No","Visiting friends / relatives",16,27,5702.158,"North",356.384875
"GEN24_1020165","Yes","No","No","Yes","1","Europe","Female","No","Visiting friends / relatives",39,22,2600,"Both",66.6666666666667
"GEN24_1020174","No","No","Yes","No","1","Europe","Female","No","Visiting friends / relatives",51,62,6046.716667,"Both",118.563071901961
"GEN24_1020176","Yes","No","No","Yes","1","Asia","Female","Yes","Holiday / vacation",89,47,11450,"North",128.651685393258
