"response_id","experienced_maori","travelled_with_child_under_15","travelled_with_other_above_15","drive_yourself","qtr","country_of_residence_group","gender","first_nz_trip","purpose_of_visit_main","no_days_in_nz","age_range","treated_spend","visited_island","spend_per_day"
"GEN24_1032141","Yes","No","No","Yes","3","Americas","Female","Yes","Education",162,22,6701.02605,"South",41.3643583333333
"GEN24_1032148","No","No","No","Yes","3","Americas","Female","No","Visiting friends / relatives",8,42,4467.3507,"Both",558.4188375
"GEN24_1032150","No","No","Yes","Yes","3","Africa and Middle East","Male","No","Visiting friends / relatives",20,57,3814.888333,"South",190.74441665
"GEN24_1032152","Yes","No","No","No","3","Americas","Female","No","Visiting friends / relatives",33,10,822.486371,"North",24.9238294242424
"GEN24_1032157","Yes","No","Yes","Yes","3","Oceania","Male","No","Holiday / vacation",10,52,844.42124,"North",84.442124
"GEN24_1032165","Yes","No","No","No","3","Asia","Female","Yes","Holiday / vacation",31,52,8490,"North",273.870967741935
"GEN24_1032211","No","Yes","Yes","Yes","3","Oceania","Male","No","Holiday / vacation",12,52,2868.867033,"South",239.07225275
"GEN24_1032219","No","No","Yes","No","3","Oceania","Female","Yes","Holiday / vacation",6,27,2056.923533,"South",342.820588833333
"GEN24_1032224","No","Yes","Yes","Yes","3","Oceania","Female","No","Holiday / vacation",8,62,4780.723328,"South",597.590416
"GEN24_1032246","No","No","Yes","Yes","3","Asia","Male","Yes","Holiday / vacation",13,27,5332.09515,"South",410.161165384615
"GEN24_1032251","No","No","Yes","Yes","3","Oceania","Male","No","Holiday / vacation",5,32,1837.5,"South",367.5
"GEN24_1032271","No","No","Yes","Yes","3","Oceania","Male","No","Holiday / vacation",11,52,3937.925975,"South",357.993270454545
"GEN24_1032278","No","Yes","Yes","No","3","Oceania","Female","No","Holiday / vacation",7,47,3280.25174,"South",468.607391428571
"GEN24_1032281","No","No","Yes","Yes","3","Oceania","Male","No","Holiday / vacation",12,27,3320,"South",276.666666666667
"GEN24_1032285","No","No","Yes","Yes","3","Oceania","Female","Yes","Holiday / vacation",7,27,2440,"South",348.571428571429
"GEN24_1032286","No","No","Yes","Yes","3","Oceania","Female","No","Holiday / vacation",7,27,2520,"South",360
"GEN24_1032303","Yes","No","Yes","No","3","Africa and Middle East","Male","Yes","Visiting friends / relatives",13,62,598.84875,"North",46.0652884615385
"GEN24_1032320","No","No","Yes","No","3","Oceania","Female","Yes","Holiday / vacation",5,27,2852.628163,"South",570.5256326
"GEN24_1032322","No","No","No","No","3","Oceania","Female","No","Visiting friends / relatives",15,72,108.2591333,"North",7.21727555333333
"GEN24_1032341","Yes","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",7,62,1299.1096,"North",185.587085714286
"GEN24_1032347","Yes","No","Yes","Yes","3","Americas","Female","No","Holiday / vacation",13,27,4169.52732,"Both",320.732870769231
"GEN24_1032348","Yes","No","Yes","Yes","3","Americas","Male","Yes","Holiday / vacation",10,62,5211.90915,"Both",521.190915
"GEN24_1032355","No","No","No","No","3","Americas","Female","No","Visiting friends / relatives",19,77,5129.180433,"North",269.956864894737
"GEN24_1032366","No","No","Yes","Yes","3","Oceania","Female","No","Holiday / vacation",13,52,3298.114497,"South",253.701115153846
"GEN24_1032372","No","No","Yes","Yes","3","Asia","Male","Yes","Holiday / vacation",9,37,3139.92855,"Both",348.88095
"GEN24_1032382","Yes","Yes","Yes","No","3","Americas","Female","Yes","Other",9,22,3325.69441,"Both",369.521601111111
"GEN24_1032409","Yes","No","Yes","No","3","Europe","Female","Yes","Visiting friends / relatives",17,27,2088.53244,"North",122.854849411765
"GEN24_1032421","Yes","Yes","No","No","3","Americas","Female","Yes","Visiting friends / relatives",12,42,739.8678,"North",61.65565
"GEN24_1032431","Yes","No","Yes","No","3","Americas","Female","Yes","Visiting friends / relatives",16,32,1900,"North",118.75
"GEN24_1032433","Yes","No","Yes","Yes","3","Africa and Middle East","Male","Yes","Holiday / vacation",18,52,11950,"Both",663.888888888889
"GEN24_1032438","No","Yes","Yes","Yes","3","Americas","Male","No","Holiday / vacation",10,42,2923.081322,"North",292.3081322
"GEN24_1032463","No","No","No","Yes","3","Asia","Male","Yes","Holiday / vacation",9,37,3525.676,"Both",391.741777777778
"GEN24_1032473","No","No","Yes","No","3","Asia","Female","Yes","Visiting friends / relatives",22,27,4002.133333,"North",181.9151515
"GEN24_1032480","No","No","Yes","Yes","3","Asia","Female","Yes","Holiday / vacation",61,27,4700,"North",77.0491803278689
"GEN24_1032481","Yes","No","Yes","No","3","Asia","Female","Yes","Holiday / vacation",10,27,1675.217633,"North",167.5217633
"GEN24_1032493","Yes","No","Yes","Yes","3","Asia","Female","No","Visiting friends / relatives",87,32,6300,"Both",72.4137931034483
"GEN24_1032506","Yes","No","Yes","Yes","3","Americas","Male","No","Visiting friends / relatives",12,52,3722.79225,"North",310.2326875
"GEN24_1032515","Yes","No","No","Yes","3","Africa and Middle East","Female","Yes","Visiting friends / relatives",177,22,7186.185,"North",40.5999152542373
"GEN24_1032518","No","No","No","Yes","3","Oceania","Male","No","Visiting friends / relatives",9,62,855.2471533,"South",95.0274614777778
"GEN24_1032519","Yes","No","Yes","Yes","3","Oceania","Female","Yes","Holiday / vacation",21,52,5800.524364,"Both",276.215445904762
"GEN24_1032535","No","No","Yes","Yes","3","Europe","Female","No","Visiting friends / relatives",64,72,2295.585225,"North",35.868519140625
"GEN24_1032541","No","No","Yes","Yes","3","Oceania","Male","No","Visiting friends / relatives",17,72,2598.2192,"Both",152.836423529412
"GEN24_1032550","Yes","No","Yes","No","3","Europe","Male","No","Visiting friends / relatives",9,67,2733.543117,"North",303.727013
"GEN24_1032567","No","No","No","Yes","3","Asia","Female","No","Visiting friends / relatives",12,57,4625,"North",385.416666666667
"GEN24_1032570","No","Yes","Yes","Yes","3","Asia","Female","No","Visiting friends / relatives",20,47,4420,"Both",221
"GEN24_1032580","No","No","Yes","Yes","3","Oceania","Male","No","Visiting friends / relatives",15,37,625,"Both",41.6666666666667
"GEN24_1032581","No","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",16,42,3464.292267,"South",216.5182666875
"GEN24_1032582","No","No","No","Yes","3","Africa and Middle East","Male","Yes","Other",119,42,4060,"Both",34.1176470588235
"GEN24_1032613","No","Yes","Yes","No","3","Europe","Male","No","Visiting friends / relatives",12,42,1188.30294,"South",99.025245
"GEN24_1032628","No","No","Yes","Yes","3","Oceania","Male","Yes","Holiday / vacation",9,47,4682.857143,"South",520.317460333333
"GEN24_1032643","No","Yes","Yes","Yes","3","Oceania","Female","No","Holiday / vacation",11,42,3926.197902,"South",356.927082
"GEN24_1032651","No","No","Yes","Yes","3","Oceania","Female","Yes","Holiday / vacation",10,27,3464.292267,"South",346.4292267
"GEN24_1032654","No","No","Yes","No","3","Oceania","Female","No","Holiday / vacation",4,32,2787.672683,"South",696.91817075
"GEN24_1032660","No","Yes","Yes","Yes","3","Oceania","Female","No","Holiday / vacation",8,72,7300,"South",912.5
"GEN24_1032666","No","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",7,52,866.0730667,"North",123.724723814286
"GEN24_1032673","No","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",17,27,440,"North",25.8823529411765
"GEN24_1032680","No","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",4,62,703.6843667,"North",175.921091675
"GEN24_1032681","Yes","No","No","No","3","Oceania","Female","No","Holiday / vacation",4,37,1496.141223,"North",374.03530575
"GEN24_1032682","No","No","Yes","Yes","3","Oceania","Female","Yes","Holiday / vacation",14,32,2387.11389,"Both",170.508135
"GEN24_1032683","Yes","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",26,47,6800,"North",261.538461538462
"GEN24_1032689","Yes","No","No","No","3","Asia","Female","Yes","Visiting friends / relatives",13,27,950,"North",73.0769230769231
"GEN24_1032690","Yes","No","Yes","No","3","Asia","Female","Yes","Visiting friends / relatives",9,47,3100,"South",344.444444444444
"GEN24_1032700","No","No","No","Yes","3","Asia","Female","Yes","Visiting friends / relatives",6,52,3353.971,"Both",558.995166666667
"GEN24_1032706","No","No","No","No","3","Asia","Female","No","Other",9,42,2289.4,"North",254.377777777778
"GEN24_1032708","No","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",150,67,4806.70552,"North",32.0447034666667
"GEN24_1032710","Yes","No","Yes","Yes","3","Asia","Female","No","Holiday / vacation",254,32,7220,"Both",28.4251968503937
"GEN24_1032713","No","No","Yes","Yes","3","Asia","Male","Yes","Visiting friends / relatives",21,52,1531.555556,"North",72.931216952381
"GEN24_1032716","Yes","No","No","No","3","Europe","Female","Yes","Other",240,37,23405.967,"North",97.5248625
"GEN24_1032726","No","No","Yes","Yes","3","Europe","Male","Yes","Holiday / vacation",11,42,3912.918556,"South",355.719868727273
"GEN24_1032750","No","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",5,57,335.6033133,"North",67.12066266
"GEN24_1032758","No","Yes","Yes","No","3","Oceania","Female","No","Holiday / vacation",7,37,1602.235173,"South",228.890739
"GEN24_1032766","Yes","No","Yes","Yes","3","Oceania","Male","Yes","Other",255,27,28900,"Both",113.333333333333
"GEN24_1032771","Yes","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",16,32,2750,"South",171.875
"GEN24_1032778","No","No","Yes","No","3","Europe","Female","No","Visiting friends / relatives",8,67,1403.01484,"North",175.376855
"GEN24_1032785","Yes","No","No","Yes","3","Americas","Female","Yes","Other",248,10,11700,"Both",47.1774193548387
"GEN24_1032787","No","No","Yes","Yes","3","Europe","Male","No","Visiting friends / relatives",13,32,1570.539,"North",120.810692307692
"GEN24_1032794","No","No","No","No","3","Americas","Female","No","Visiting friends / relatives",14,62,520,"North",37.1428571428571
"GEN24_1032800","Yes","Yes","Yes","Yes","3","Asia","Female","Yes","Holiday / vacation",24,42,5270.8067,"Both",219.616945833333
"GEN24_1032802","No","No","Yes","Yes","3","Asia","Male","No","Holiday / vacation",17,32,2555,"South",150.294117647059
"GEN24_1032827","Yes","No","Yes","No","3","Oceania","Female","Yes","Holiday / vacation",9,32,7080.14732,"South",786.683035555556
"GEN24_1032829","No","No","Yes","No","3","Oceania","Female","Yes","Holiday / vacation",4,32,2029.85875,"South",507.4646875
"GEN24_1032830","No","Yes","Yes","Yes","3","Oceania","Female","Yes","Holiday / vacation",8,37,3464.292267,"South",433.036533375
"GEN24_1032835","No","No","Yes","No","3","Oceania","Female","No","Visiting friends / relatives",14,62,1374.890993,"North",98.2064995
"GEN24_1032840","Yes","No","No","Yes","3","Oceania","Male","No","Visiting friends / relatives",30,27,530,"North",17.6666666666667
"GEN24_1032847","No","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",7,52,920.2026333,"North",131.457519042857
"GEN24_1032852","No","Yes","Yes","Yes","3","Oceania","Male","Yes","Other",13,42,820.062935,"North",63.0817642307692
"GEN24_1032873","No","No","Yes","No","3","Oceania","Female","No","Visiting friends / relatives",14,67,1304.522557,"North",93.1801826428571
"GEN24_1032874","No","No","Yes","No","3","Europe","Male","Yes","Visiting friends / relatives",13,62,917.8927933,"North",70.6071379461538
"GEN24_1032876","Yes","Yes","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",8,37,225.1789973,"North",28.1473746625
"GEN24_1032881","No","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",25,57,497.9920133,"North",19.919680532
"GEN24_1032887","No","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",3,57,1165,"North",388.333333333333
"GEN24_1032893","No","No","No","Yes","3","Oceania","Male","No","Visiting friends / relatives",20,22,330,"North",16.5
"GEN24_1032907","No","No","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",19,52,8355.600383,"North",439.768441210526
"GEN24_1032908","No","No","Yes","Yes","3","Europe","Male","No","Visiting friends / relatives",32,52,3800,"Both",118.75
"GEN24_1032925","No","No","Yes","No","3","Americas","Female","No","Visiting friends / relatives",12,42,2206.099111,"Both",183.841592583333
"GEN24_1032926","No","No","Yes","No","3","Americas","Male","Yes","Business",3,37,1869.668997,"South",623.222999
"GEN24_1032931","Yes","No","No","Yes","3","Africa and Middle East","Female","No","Visiting friends / relatives",13,27,1100,"North",84.6153846153846
"GEN24_1032934","Yes","No","Yes","Yes","3","Americas","Male","Yes","Holiday / vacation",16,67,2585.272396,"Both",161.57952475
"GEN24_1032939","Yes","No","No","No","3","Oceania","Female","No","Visiting friends / relatives",2,62,205.6923533,"North",102.84617665
"GEN24_1032946","Yes","No","Yes","No","3","Asia","Female","Yes","Visiting friends / relatives",43,42,3266.666667,"North",75.968992255814
"GEN24_1032950","No","No","Yes","Yes","3","Asia","Female","No","Visiting friends / relatives",5,37,1200,"North",240
"GEN24_1032957","No","No","Yes","No","3","Oceania","Female","No","Visiting friends / relatives",8,57,4160.247181,"North",520.030897625
"GEN24_1032966","Yes","No","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",9,37,2643.333333,"Both",293.703703666667
"GEN24_1032973","No","No","No","Yes","3","Asia","Female","Yes","Business",5,57,1645,"North",329
"GEN24_1032998","No","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",7,52,3501.100372,"North",500.157196
"GEN24_1033000","Yes","No","No","Yes","3","Oceania","Male","No","Visiting friends / relatives",25,67,1461.4983,"North",58.459932
"GEN24_1033010","Yes","No","Yes","Yes","3","Asia","Male","Yes","Education",175,10,4441.1322,"North",25.3778982857143
"GEN24_1033011","Yes","No","No","No","3","Oceania","Female","Yes","Visiting friends / relatives",3,47,1112.903891,"North",370.967963666667
"GEN24_1033019","Yes","No","No","Yes","3","Europe","Male","Yes","Holiday / vacation",180,22,11950,"Both",66.3888888888889
"GEN24_1033026","Yes","Yes","No","Yes","3","Americas","Female","No","Visiting friends / relatives",22,52,1425,"Both",64.7727272727273
"GEN24_1033074","Yes","No","Yes","Yes","3","Europe","Female","Yes","Holiday / vacation",8,42,1892.00575,"North",236.50071875
"GEN24_1033077","No","Yes","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",10,37,4720,"Both",472
"GEN24_1033082","Yes","No","Yes","Yes","3","Americas","Male","Yes","Business",12,27,6238,"Both",519.833333333333
"GEN24_1033096","No","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",12,62,1732.146133,"South",144.345511083333
"GEN24_1033100","Yes","No","Yes","Yes","3","Asia","Female","No","Visiting friends / relatives",52,32,15222.08387,"Both",292.732382115385
"GEN24_1033117","Yes","No","Yes","Yes","3","Oceania","Female","No","Holiday / vacation",13,42,3924.393583,"North",301.876429461538
"GEN24_1033133","Yes","Yes","Yes","No","3","Oceania","Female","No","Visiting friends / relatives",2,42,151.5627867,"North",75.78139335
"GEN24_1033134","No","No","No","No","3","Asia","Female","Yes","Holiday / vacation",39,27,1650,"South",42.3076923076923
"GEN24_1033139","Yes","No","Yes","No","3","Asia","Male","Yes","Holiday / vacation",8,27,270,"North",33.75
"GEN24_1033140","Yes","No","Yes","Yes","3","Oceania","Male","Yes","Holiday / vacation",14,77,4434.835397,"North",316.773956928571
"GEN24_1033146","No","No","No","Yes","3","Oceania","Male","No","Visiting friends / relatives",22,72,1223.328207,"North",55.6058275909091
"GEN24_1033151","Yes","No","No","No","3","Asia","Female","Yes","Holiday / vacation",29,27,2789.953667,"Both",96.205298862069
"GEN24_1033155","No","No","Yes","No","3","Asia","Male","No","Visiting friends / relatives",23,42,8000,"North",347.826086956522
"GEN24_1033169","No","No","Yes","Yes","3","Asia","Male","Yes","Holiday / vacation",17,37,2403.569278,"South",141.386428117647
"GEN24_1033173","No","No","Yes","Yes","3","Asia","Female","Yes","Holiday / vacation",7,32,3030,"South",432.857142857143
"GEN24_1033178","No","No","Yes","Yes","3","Asia","Female","No","Visiting friends / relatives",22,52,4876.149657,"North",221.643166227273
"GEN24_1033189","No","No","No","No","3","Asia","Female","Yes","Visiting friends / relatives",60,37,1013,"Both",16.8833333333333
"GEN24_1033199","No","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",12,72,1633.630322,"North",136.135860166667
"GEN24_1033212","Yes","No","Yes","No","3","Asia","Male","Yes","Visiting friends / relatives",9,57,2316.404067,"North",257.378229666667
"GEN24_1033248","Yes","No","Yes","Yes","3","Europe","Male","No","Visiting friends / relatives",33,57,1935.493425,"North",58.6513159090909
"GEN24_1033250","No","No","Yes","Yes","3","Europe","Female","No","Visiting friends / relatives",39,62,4397.5092,"North",112.756646153846
"GEN24_1033257","No","No","Yes","No","3","Europe","Female","No","Visiting friends / relatives",7,42,1244.980033,"North",177.854290428571
"GEN24_1033263","No","No","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",3,32,703.1940917,"North",234.398030566667
"GEN24_1033267","Yes","No","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",25,52,3560,"Both",142.4
"GEN24_1033269","Yes","No","No","Yes","3","Europe","Female","Yes","Business",158,27,9182.3409,"North",58.1160816455696
"GEN24_1033274","Yes","No","Yes","Yes","3","Americas","Male","Yes","Visiting friends / relatives",45,57,827.2871667,"North",18.38415926
"GEN24_1033275","No","Yes","Yes","No","3","Americas","Female","Yes","Visiting friends / relatives",29,22,350.7697587,"North",12.0955089206897
"GEN24_1033312","No","No","Yes","Yes","3","Asia","Female","Yes","Holiday / vacation",7,22,2935,"North",419.285714285714
"GEN24_1033320","Yes","No","Yes","No","3","Asia","Male","Yes","Visiting friends / relatives",51,72,5950,"South",116.666666666667
"GEN24_1033329","Yes","No","Yes","No","3","Oceania","Male","Yes","Holiday / vacation",18,27,7032.427041,"Both",390.690391166667
"GEN24_1033332","Yes","No","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",8,52,5708.28145,"North",713.53518125
"GEN24_1033333","No","No","Yes","Yes","3","Asia","Male","No","Holiday / vacation",24,67,7528.313217,"North",313.679717375
"GEN24_1033336","Yes","No","Yes","Yes","3","Americas","Male","Yes","Holiday / vacation",4,67,1606.591678,"North",401.6479195
"GEN24_1033345","Yes","No","No","No","3","Asia","Female","Yes","Education",38,27,7100,"Both",186.842105263158
"GEN24_1033356","No","No","Yes","Yes","3","Americas","Male","Yes","Holiday / vacation",4,67,1158.202033,"North",289.55050825
"GEN24_1033384","No","No","Yes","No","3","Asia","Female","Yes","Visiting friends / relatives",61,27,920,"North",15.0819672131148
"GEN24_1033411","Yes","No","Yes","No","3","Asia","Female","Yes","Visiting friends / relatives",58,57,5928,"North",102.206896551724
"GEN24_1033418","No","Yes","Yes","No","3","Oceania","Female","Yes","Holiday / vacation",4,47,9072.115373,"South",2268.02884325
"GEN24_1033441","Yes","No","Yes","No","3","Europe","Female","Yes","Other",18,52,2790.71145,"Both",155.039525
"GEN24_1033445","Yes","No","No","Yes","3","Europe","Female","Yes","Holiday / vacation",192,10,6950,"Both",36.1979166666667
"GEN24_1033448","Yes","Yes","No","Yes","3","Americas","Male","Yes","Holiday / vacation",6,62,5515.247778,"North",919.207963
"GEN24_1033449","No","Yes","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",15,67,6287.382467,"North",419.158831133333
"GEN24_1033450","Yes","No","Yes","No","3","Americas","Female","No","Other",9,52,5584.188375,"North",620.465375
"GEN24_1033477","No","No","Yes","Yes","3","Asia","Male","Yes","Other",23,52,3100,"North",134.782608695652
"GEN24_1033481","No","No","Yes","Yes","3","Americas","Female","No","Holiday / vacation",7,37,1257.476493,"North",179.639499
"GEN24_1033482","No","No","Yes","Yes","3","Americas","Female","No","Other",7,37,2440.497142,"North",348.642448857143
"GEN24_1033486","No","No","Yes","No","3","Europe","Female","No","Visiting friends / relatives",4,72,672.190692,"North",168.047673
"GEN24_1033493","Yes","No","Yes","Yes","3","Americas","Male","Yes","Holiday / vacation",10,47,1859,"North",185.9
"GEN24_1033523","No","Yes","Yes","Yes","3","Americas","Male","No","Holiday / vacation",11,42,4500.442187,"Both",409.131107909091
"GEN24_1033524","Yes","No","Yes","Yes","3","Americas","Male","Yes","Holiday / vacation",9,57,1890.351176,"North",210.039019555556
"GEN24_1033525","Yes","No","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",11,27,7652.406292,"North",695.673299272727
"GEN24_1033529","Yes","No","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",15,57,7958.502543,"South",530.5668362
"GEN24_1033534","Yes","No","Yes","No","3","Europe","Female","Yes","Holiday / vacation",19,57,4033.02816,"Both",212.26464
"GEN24_1033553","Yes","No","Yes","Yes","3","Oceania","Male","No","Visiting friends / relatives",7,77,920.2026333,"North",131.457519042857
"GEN24_1033578","No","No","No","Yes","3","Africa and Middle East","Male","Yes","Visiting friends / relatives",94,37,2772.447917,"Both",29.4941267765957
"GEN24_1033601","No","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",2,52,725.3361933,"South",362.66809665
"GEN24_1033602","No","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",3,62,617.07706,"North",205.692353333333
"GEN24_1033605","No","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",11,57,1328,"North",120.727272727273
"GEN24_1033607","Yes","No","Yes","No","3","Africa and Middle East","Female","Yes","Visiting friends / relatives",156,57,3995,"North",25.6089743589744
"GEN24_1033620","Yes","No","Yes","No","3","Asia","Female","Yes","Visiting friends / relatives",13,47,7688.836364,"Both",591.448951076923
"GEN24_1033629","No","No","Yes","No","3","Asia","Female","Yes","Visiting friends / relatives",5,42,1774.285,"Both",354.857
"GEN24_1033637","Yes","No","Yes","Yes","3","Asia","Female","Yes","Holiday / vacation",6,37,3003.13405,"North",500.522341666667
"GEN24_1033641","No","No","Yes","Yes","3","Asia","Female","Yes","Visiting friends / relatives",274,32,4346,"South",15.8613138686131
"GEN24_1033642","Yes","No","Yes","No","3","Europe","Female","Yes","Visiting friends / relatives",35,22,3660,"South",104.571428571429
"GEN24_1033665","No","No","Yes","Yes","3","Oceania","Female","No","Holiday / vacation",5,32,1646.535158,"South",329.3070316
"GEN24_1033667","No","No","Yes","Yes","3","Europe","Female","No","Visiting friends / relatives",21,57,2031.23044,"South",96.725259047619
"GEN24_1033674","Yes","No","No","Yes","3","Oceania","Female","No","Visiting friends / relatives",17,37,1732.146133,"South",101.890949
"GEN24_1033675","Yes","No","No","Yes","3","Americas","Male","Yes","Other",8,27,6618.297333,"North",827.287166625
"GEN24_1033679","No","No","Yes","No","3","Americas","Female","No","Holiday / vacation",5,27,1351.235706,"North",270.2471412
"GEN24_1033680","No","No","Yes","Yes","3","Americas","Female","Yes","Holiday / vacation",10,22,2332.94981,"Both",233.294981
"GEN24_1033687","No","No","Yes","Yes","3","Americas","Male","No","Holiday / vacation",8,32,5087.816075,"Both",635.977009375
"GEN24_1033693","Yes","No","Yes","No","3","Europe","Female","No","Visiting friends / relatives",15,32,1600,"North",106.666666666667
"GEN24_1033716","No","Yes","Yes","Yes","3","Asia","Female","Yes","Holiday / vacation",5,37,2273.4418,"North",454.68836
"GEN24_1033725","No","No","Yes","Yes","3","Europe","Male","Yes","Holiday / vacation",88,10,13773.51135,"Both",156.517174431818
"GEN24_1033728","Yes","No","Yes","Yes","3","Europe","Female","No","Visiting friends / relatives",23,47,2198.7546,"South",95.5980260869565
"GEN24_1033729","No","No","No","Yes","3","Asia","Female","No","Holiday / vacation",20,37,4922.21,"Both",246.1105
"GEN24_1033751","No","No","Yes","No","3","Oceania","Female","No","Visiting friends / relatives",6,47,476.3401867,"North",79.3900311166667
"GEN24_1033759","No","Yes","Yes","Yes","3","Oceania","Female","Yes","Holiday / vacation",6,37,739.3194444,"South",123.2199074
"GEN24_1033762","Yes","No","No","Yes","3","Americas","Male","No","Visiting friends / relatives",12,57,5211.90915,"North",434.3257625
"GEN24_1033768","No","No","Yes","Yes","3","Oceania","Male","Yes","Holiday / vacation",19,62,2522.437807,"South",132.759884578947
"GEN24_1033780","No","No","Yes","Yes","3","Americas","Female","Yes","Other",5,27,1853.123253,"North",370.6246506
"GEN24_1033783","Yes","No","No","Yes","3","Americas","Female","No","Visiting friends / relatives",29,42,2399.132783,"North",82.7287166551724
"GEN24_1033788","Yes","No","Yes","Yes","3","Europe","Male","No","Visiting friends / relatives",33,37,3643.65048,"North",110.413650909091
"GEN24_1033793","No","No","No","No","3","Europe","Female","No","Visiting friends / relatives",34,27,1530.39015,"North",45.011475
"GEN24_1033802","No","No","No","No","3","Americas","Female","No","Visiting friends / relatives",19,62,3019.598158,"North",158.926218842105
"GEN24_1033811","Yes","No","Yes","No","3","Americas","Male","Yes","Holiday / vacation",6,62,3068.408101,"North",511.401350166667
"GEN24_1033812","No","No","No","No","3","Asia","Female","Yes","Visiting friends / relatives",56,47,750,"Both",13.3928571428571
"GEN24_1033816","Yes","No","Yes","No","3","Americas","Female","Yes","Holiday / vacation",14,62,5245.000637,"North",374.642902642857
"GEN24_1033833","Yes","No","Yes","No","3","Europe","Female","Yes","Holiday / vacation",28,10,2943.750465,"Both",105.133945178571
"GEN24_1033834","No","No","Yes","No","3","Europe","Female","No","Holiday / vacation",28,10,2817.718335,"Both",100.632797678571
"GEN24_1033856","Yes","No","Yes","Yes","3","Oceania","Female","Yes","Other",22,32,5628.392342,"Both",255.836015545455
"GEN24_1033884","No","No","No","Yes","3","Europe","Female","No","Visiting friends / relatives",26,62,2554.74344,"Both",98.2593630769231
"GEN24_1033886","Yes","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",21,67,411.3847067,"North",19.5897479380952
"GEN24_1033896","No","No","Yes","Yes","3","Oceania","Female","No","Visiting friends / relatives",14,67,898.5508067,"North",64.1822004785714
"GEN24_1033902","No","Yes","Yes","Yes","3","Oceania","Male","No","Visiting friends / relatives",14,27,2196.113848,"South",156.865274857143
"GEN24_1033908","Yes","No","Yes","Yes","3","Americas","Male","Yes","Holiday / vacation",13,62,9596.531133,"Both",738.194702538462
"GEN24_1033914","No","No","Yes","Yes","3","Americas","Male","Yes","Holiday / vacation",5,42,1960.670585,"North",392.134117
"GEN24_1033922","Yes","No","Yes","No","3","Europe","Male","No","Business",33,52,8272.871667,"South",250.693080818182
"GEN24_1033924","Yes","No","Yes","Yes","3","Americas","Female","Yes","Other",14,52,4643.838629,"North",331.702759214286
"GEN24_1033930","No","No","Yes","Yes","3","Oceania","Male","No","Holiday / vacation",10,77,1230.36505,"South",123.036505
"GEN24_1033932","No","No","No","Yes","3","Oceania","Male","No","Visiting friends / relatives",6,32,10400,"South",1733.33333333333
"GEN24_1033966","Yes","No","No","Yes","3","Americas","Male","Yes","Holiday / vacation",311,27,8521.057817,"Both",27.398899733119
"GEN24_1033969","No","No","Yes","Yes","3","Asia","Female","Yes","Holiday / vacation",9,22,3700,"South",411.111111111111
"GEN24_1033974","No","Yes","Yes","Yes","3","Europe","Male","No","Holiday / vacation",7,47,2153.882057,"South",307.697436714286
"GEN24_1033979","No","No","No","Yes","3","Africa and Middle East","Female","No","Visiting friends / relatives",120,57,18000,"Both",150
"GEN24_1033984","No","No","Yes","No","3","Oceania","Female","No","Holiday / vacation",10,22,3327.885759,"South",332.7885759
"GEN24_1033990","No","Yes","Yes","Yes","3","Oceania","Female","Yes","Holiday / vacation",10,27,2830.769231,"South",283.0769231
"GEN24_1034005","No","Yes","Yes","No","3","Americas","Female","Yes","Holiday / vacation",14,72,1340.20521,"North",95.7289435714286
"GEN24_1034008","No","No","Yes","Yes","3","Oceania","Male","No","Holiday / vacation",8,52,3445.346918,"South",430.66836475
"GEN24_1034012","Yes","No","Yes","Yes","3","Oceania","Male","Yes","Holiday / vacation",13,37,5915.103242,"Both",455.007941692308
"GEN24_1034022","No","No","No","Yes","3","Europe","Female","No","Visiting friends / relatives",24,47,2920,"North",121.666666666667
